,location,size,total_sqft,bath,price,bhk
3651,Nagarbhavi,1 Bedroom,900.0,1.0,175.0,1
3652,Hebbal,3 BHK,1355.0,3.0,83.87,3
3653,Sarakki Nagar,3 BHK,2145.0,4.0,270.0,3
3654,Malleshwaram,3 BHK,2475.0,4.0,300.0,3
3655,Kaggadasapura,2 BHK,1118.0,2.0,30.0,2
3656,Roopena Agrahara,1 BHK,910.0,1.0,42.0,1
3657,Madiwala,3 BHK,1250.0,3.0,39.0,3
3658,Hosakerehalli,2 BHK,1304.0,2.0,100.0,2
3659,Begur Road,3 BHK,1615.0,3.0,58.0,3
3660,Sarjapur  Road,2 BHK,1400.0,2.0,68.0,2
3661,CV Raman Nagar,2 BHK,1070.0,2.0,47.5,2
3662,Hebbal,3 BHK,3500.0,3.0,395.0,3
3663,Hoodi,2 BHK,1132.0,2.0,89.37,2
3664,Rajarajeshwari Nagara,3 BHK,2000.0,3.0,85.0,3
3665,Hebbal,7 Bedroom,2400.0,5.0,550.0,7
3666,Sector 2 HSR Layout,1 BHK,794.0,1.0,65.0,1
3667,Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,43.59,2
3668,Gottigere,3 BHK,1500.0,3.0,70.0,3
3669,1st Phase JP Nagar,3 BHK,2059.0,3.0,225.0,3
3670,Kanakpura Road,1 BHK,525.0,1.0,30.0,1
3671,Bhoganhalli,2 BHK,1447.0,2.0,75.97,2
3672,Whitefield,2 BHK,1269.0,2.0,75.0,2
3673,KR Layout,4 Bedroom,4800.0,4.0,700.0,4
3674,Kanakpura Road,2 BHK,1070.0,2.0,37.45,2
3675,Talaghattapura,2 BHK,1150.0,2.0,28.0,2
3676,Marathahalli,2 BHK,1208.0,2.0,70.0,2
3677,Ramamurthy Nagar,2 BHK,1185.0,2.0,45.5,2
3678,Laggere,3 Bedroom,1200.0,3.0,130.0,3
3679,Anekal,2 BHK,888.0,2.0,34.0,2
3680,Chandapura,2 BHK,1015.0,2.0,25.88,2
3681,Celebrity Paradise Layout,1 BHK,532.0,1.0,22.49,1
3682,St Thomas Town,3 BHK,1060.0,3.0,62.0,3
3683,Electronic City,1 BHK,700.0,1.0,35.0,1
3684,Ckikkakammana Halli,2 BHK,902.0,2.0,42.0,2
3685,Banashankari 2nd Stage,6 Bedroom,600.0,3.0,95.0,6
3686,Uttarahalli,2 BHK,1175.0,2.0,47.0,2
3687,Binny Pete,2 BHK,1365.0,2.0,122.0,2
3688,Doddathoguru,2 BHK,984.0,2.0,51.0,2
3689,Hebbal,4 Bedroom,2700.0,2.0,100.0,4
3690,Jalahalli East,3 BHK,1475.0,3.0,96.0,3
3691,Haralur Road,2 BHK,1300.0,2.0,79.0,2
3692,5th Block Hbr Layout,5 Bedroom,1200.0,6.0,220.0,5
3693,Babusapalaya,3 BHK,1453.0,2.0,43.59,3
3694,Munivenkatppa Layout,2 BHK,1550.0,2.0,160.0,2
3695,Akshaya Nagar,3 BHK,1666.0,3.0,95.0,3
3696,Akshaya Nagar,4 Bedroom,1410.0,4.0,160.0,4
3697,Yelahanka,4 Bedroom,4025.0,5.0,800.0,4
3698,Murugeshpalya,3 BHK,1845.0,3.0,91.0,3
3699,Sarjapura - Attibele Road,3 BHK,1676.0,3.0,52.0,3
3700,Uttarahalli,2 BHK,1137.0,2.0,63.0,2
3701,Electronic City,3 BHK,1360.0,2.0,70.5,3
3702,Vijaya Bank Layout,3 BHK,1374.0,2.0,70.0,3
3703,Judicial Layout,3 Bedroom,1700.0,3.0,155.0,3
3704,Whitefield,5 Bedroom,3227.0,5.0,250.0,5
3705,Ferrar Nagar,4 BHK,2145.0,4.0,125.0,4
3706,Koramangala,4 Bedroom,2400.0,6.0,600.0,4
3707,Kasavanhalli,3 BHK,2170.0,3.0,151.0,3
3708,Bank Of Baroda Colony,2 BHK,1080.0,2.0,55.0,2
3709,Electronic City Phase II,3 BHK,1790.0,3.0,100.0,3
3710,Doddathoguru,1 BHK,550.0,1.0,17.0,1
3711,Poorna Pragna Layout,3 BHK,1270.0,2.0,50.79,3
3712,Somasundara Palya,2 BHK,1033.0,2.0,48.0,2
3713,Kamala Nagar,2 Bedroom,1000.0,2.0,80.0,2
3714,Binny Pete,4 BHK,2940.0,6.0,280.0,4
3715,Kumarapalli,2 BHK,1240.0,2.0,52.6,2
3716,Kasturi Nagar,5 Bedroom,1650.0,5.0,450.0,5
3717,Kambipura,2 BHK,883.0,2.0,39.0,2
3718,Outer Ring Road East,3 BHK,1500.0,2.0,97.0,3
3719,Marathahalli,3 BHK,1730.0,3.0,139.0,3
3720,Kasavanhalli,3 BHK,1915.0,3.0,80.0,3
3721,Whitefield,3 BHK,1545.0,3.0,79.0,3
3722,Marenahalli,3 BHK,1865.0,4.0,140.0,3
3723,Hebbal Kempapura,2 BHK,1150.0,2.0,40.0,2
3724,HAL 3rd Stage,2 BHK,1200.0,2.0,49.0,2
3725,Kengeri,2 BHK,963.0,2.0,40.0,2
3726,Marsur,3 Bedroom,1200.0,3.0,120.0,3
3727,Basavangudi,4 BHK,2600.0,4.0,260.0,4
3728,Kaikondrahalli,4 BHK,1700.0,4.0,108.0,4
3729,Lingadheeranahalli,3 BHK,1682.0,3.0,120.0,3
3730,Yelahanka,3 BHK,1371.0,2.0,65.0,3
3731,Hennur Road,2 BHK,901.0,2.0,49.5,2
3732,Vishwapriya Layout,7 Bedroom,600.0,7.0,73.0,7
3733,Ambalipura,3 BHK,1730.0,3.0,120.0,3
3734,Konanakunte,4 Bedroom,1200.0,4.0,125.0,4
3735,EPIP Zone,3 BHK,1500.0,3.0,102.0,3
3736,Sarjapur  Road,4 BHK,3785.0,6.0,280.0,4
3737,Nagawara Junction,4 BHK,3500.0,4.0,245.0,4
3738,Lingarajapuram,2 BHK,1203.0,2.0,59.86,2
3739,Horamavu Banaswadi,2 BHK,1357.0,2.0,54.0,2
3740,Vasantha Vallabha Nagar,3 BHK,1600.0,3.0,76.0,3
3741,Yelahanka New Town,1 BHK,350.0,1.0,13.5,1
3742,Varthur,3 BHK,1665.0,3.0,53.0,3
3743,Ramamurthy Nagar,3 Bedroom,1400.0,3.0,200.0,3
3744,Sarjapur  Road,1 BHK,835.0,1.0,46.95,1
3745,Chandra Layout,2 Bedroom,815.0,3.0,160.0,2
3746,Haralur Road,3 BHK,1444.0,2.0,80.0,3
3747,Kanakapura,2 BHK,1277.0,2.0,55.0,2
3748,Lingadheeranahalli,3 BHK,1521.0,3.0,94.71,3
3749,Maithri Layout,2 BHK,1134.0,2.0,40.0,2
3750,Vasanthapura,2 BHK,995.0,2.0,34.82,2
3751,Old Madras Road,3 BHK,2760.0,5.0,157.0,3
3752,Marathahalli,2 BHK,1325.0,1.0,92.0,2
3753,Kothanur,6 Bedroom,4000.0,6.0,150.0,6
3754,Marathahalli,3 BHK,1525.0,3.0,90.0,3
3755,Raja Rajeshwari Nagar 5th Stage,3 BHK,1320.0,2.0,73.0,3
3756,Electronics City Phase 1,1 BHK,650.0,1.0,23.0,1
3757,Old Airport Road,3 BHK,1858.0,2.0,167.0,3
3758,Electronic City,2 BHK,1150.0,2.0,38.0,2
3759,Electronic City Phase II,2 BHK,769.0,2.0,40.0,2
3760,Electronic City,3 BHK,1571.0,3.0,105.0,3
3761,Hennur Road,3 BHK,1445.0,3.0,86.56,3
3762,Hosur Road,3 BHK,1590.0,2.0,135.0,3
3763,Bommasandra,2 BHK,902.0,2.0,49.0,2
3764,Sarjapur,3 Bedroom,2238.0,3.0,140.0,3
3765,Electronic City,2 BHK,1090.0,2.0,31.49,2
3766,Yelahanka,3 BHK,1712.0,3.0,82.0,3
3767,Haralur Road,2 BHK,1088.0,2.0,68.0,2
3768,Somasundara Palya,3 BHK,1575.0,3.0,63.1,3
3769,Nanjappa Garden,6 Bedroom,2150.0,6.0,205.0,6
3770,Kundalahalli,3 BHK,1920.0,3.0,150.0,3
3771,Margondanahalli,2 Bedroom,1000.0,2.0,57.0,2
3772,Chennammana Kere,2 BHK,1100.0,2.0,56.1,2
3773,Electronic City,2 BHK,1089.0,2.0,45.0,2
3774,Horamavu Agara,2 BHK,1106.0,2.0,43.09,2
3775,Kengeri,2 BHK,927.0,2.0,37.0,2
3776,Kanakpura Road,2 BHK,1339.0,2.0,58.0,2
3777,Thanisandra,1 BHK,923.0,1.0,45.69,1
3778,Sarjapur  Road,3 Bedroom,2900.0,3.0,285.0,3
3779,Lakshminarayana Pura,2 BHK,1175.0,2.0,75.0,2
3780,Thubarahalli,2 BHK,975.0,2.0,55.0,2
3781,Hebbal,3 BHK,2400.0,4.0,180.0,3
3782,Subramanyapura,3 BHK,1330.0,3.0,72.0,3
3783,Thanisandra,2 BHK,1183.0,2.0,59.74,2
3784,Harlur,3 BHK,1758.0,3.0,133.0,3
3785,Nagarbhavi,3 Bedroom,1200.0,3.0,265.0,3
3786,Hebbal,3 BHK,1255.0,2.0,77.68,3
3787,Nagadevanahalli,3 Bedroom,600.0,4.0,110.0,3
3788,Pai Layout,2 BHK,1100.0,2.0,50.0,2
3789,Ramamurthy Nagar,2 BHK,1170.0,2.0,46.8,2
3790,Vayunandana Layout,5 Bedroom,2400.0,5.0,120.0,5
3791,Raja Rajeshwari Nagar,3 BHK,1530.0,3.0,51.77,3
3792,Hebbal,2 BHK,1420.0,2.0,107.0,2
3793,Geetanjali Layout,4 Bedroom,1200.0,4.0,300.0,4
3794,7th Phase JP Nagar,6 Bedroom,1045.0,6.0,160.0,6
3795,Kanakpura Road,3 BHK,1591.0,3.0,115.0,3
3796,7th Phase JP Nagar,3 BHK,1680.0,3.0,120.0,3
3797,Kenchenhalli,2 Bedroom,675.0,3.0,52.0,2
3798,Hoodi,2 BHK,1055.0,2.0,57.63,2
3799,Iblur Village,3 BHK,1918.0,3.0,129.0,3
3800,Sarjapur  Road,2 BHK,1280.0,2.0,76.0,2
3801,Nagarbhavi,3 BHK,1560.0,3.0,66.0,3
3802,Sarjapur  Road,2 BHK,1145.0,2.0,49.5,2
3803,Talaghattapura,3 BHK,2106.0,3.0,126.0,3
3804,"EPIP AREA, WHITEFIELD",3 BHK,1801.0,3.0,139.0,3
3805,Seegehalli,5 Bedroom,1200.0,5.0,120.0,5
3806,Rajaji Nagar,2 BHK,1718.0,3.0,288.0,2
3807,Whitefield,3 BHK,1306.0,3.0,54.65,3
3808,Hebbal,2 BHK,1320.0,2.0,92.0,2
3809,1st Stage Domlur,3 BHK,1350.0,2.0,65.0,3
3810,"RMV extension stage 2, rmv extension",4 BHK,2990.0,4.0,324.0,4
3811,Kalyan nagar,4 BHK,3800.0,5.0,300.0,4
3812,Bannerghatta Road,3 BHK,1344.0,2.0,42.0,3
3813,Bannerghatta Road,3 BHK,1893.0,3.0,100.0,3
3814,Chandapura,3 BHK,1107.0,2.0,43.0,3
3815,R.T. Nagar,9 Bedroom,1200.0,10.0,180.0,9
3816,Lakshminarayana Pura,2 BHK,1190.0,2.0,75.0,2
3817,Whitefield,2 BHK,1000.0,2.0,35.0,2
3818,Kalhalli,2 Bedroom,2400.0,2.0,160.0,2
3819,Kumaraswami Layout,2 BHK,1000.0,2.0,48.5,2
3820,Jalahalli,3 BHK,2113.0,3.0,155.0,3
3821,KR Puram,2 BHK,1100.0,2.0,46.0,2
3822,Sector 2 HSR Layout,5 Bedroom,1200.0,4.0,160.0,5
3823,Harlur,4 BHK,1884.0,4.0,120.0,4
3824,Electronic City,2 BHK,1110.0,2.0,40.0,2
3825,Kudlu,2 BHK,1027.0,2.0,43.0,2
3826,Tavarekere,3 BHK,1250.0,3.0,40.0,3
3827,Sarjapur  Road,3 BHK,1470.0,3.0,62.0,3
3828,Kamakshipalya,2 BHK,1150.0,2.0,75.0,2
3829,Hadosiddapura,3 Bedroom,1200.0,3.0,165.0,3
3830,Kudlu Gate,1 BHK,703.0,1.0,52.0,1
3831,Vijaya Bank Colony,3 BHK,1400.0,2.0,62.0,3
3832,Bellandur,2 BHK,1195.0,2.0,51.0,2
3833,Narayanapura,2 BHK,1302.0,2.0,69.1,2
3834,Begur Road,3 BHK,1583.0,3.0,74.4,3
3835,Kumarapalli,3 BHK,1488.0,2.0,60.0,3
3836,Lakshmi Layout,4 Bedroom,600.0,5.0,85.0,4
3837,Kammasandra,3 BHK,1385.0,2.0,34.63,3
3838,Whitefield,4 BHK,3262.0,4.0,260.0,4
3839,Electronic City,3 BHK,1600.0,3.0,104.0,3
3840,Old Airport Road,2 BHK,1150.0,2.0,90.0,2
3841,Lakkasandra,9 Bedroom,4500.0,9.0,166.0,9
3842,Sarjapur  Road,2 BHK,1263.0,2.0,78.0,2
3843,KR Puram,7 Bedroom,1200.0,8.0,110.0,7
3844,Kanakpura Road,2 BHK,1299.0,2.0,85.0,2
3845,Banashankari,2 BHK,1330.0,2.0,78.0,2
3846,Devanahalli,3 BHK,1282.0,2.0,52.43,3
3847,"JP Nagar 8th Phase, ",3 BHK,1853.0,3.0,82.0,3
3848,Kachanayakanahalli,2 BHK,861.0,2.0,35.0,2
3849,Bannerghatta Road,3 BHK,1600.0,3.0,95.0,3
3850,Nagaraja Garden,2 BHK,1256.0,2.0,62.8,2
3851,Tejaswini Nagar,3 BHK,1390.0,2.0,80.0,3
3852,Ashwath Nagar,3 BHK,1550.0,2.0,90.0,3
3853,1 Annasandrapalya,11 Bedroom,1200.0,6.0,150.0,11
3854,Hebbal,2 BHK,919.0,2.0,49.0,2
3855,Margondanahalli,3 Bedroom,1625.0,3.0,80.0,3
3856,Gunjur,2 BHK,1195.0,2.0,44.0,2
3857,Domlur,6 BHK,2400.0,4.0,600.0,6
3858,Yelenahalli,2 BHK,1159.0,2.0,60.0,2
3859,Whitefield,3 BHK,1386.0,3.0,57.46,3
3860,Harlur,2 BHK,1197.0,2.0,79.0,2
3861,Old Airport Road,4 BHK,2690.0,4.0,191.0,4
3863,Bommasandra,3 BHK,1295.0,2.0,50.28,3
3864,Huskur,3 BHK,1310.0,2.0,37.83,3
3865,Whitefield,2 BHK,1132.0,2.0,79.28,2
3866,6th block Koramangala,3 BHK,2350.0,3.0,400.0,3
3867,4th Block Koramangala,4 Bedroom,2400.0,4.0,500.0,4
3868,Hebbal,3 BHK,1645.0,3.0,135.0,3
3869,Whitefield,2 BHK,1200.0,2.0,45.84,2
3870,Whitefield,4 Bedroom,3000.0,4.0,330.0,4
3871,Marathahalli,3 BHK,1937.0,3.0,140.0,3
3872,Doddathoguru,2 BHK,1015.0,2.0,33.5,2
3873,Nagadevanahalli,2 BHK,1080.0,2.0,39.0,2
3874,Kathriguppe,3 BHK,1350.0,2.0,80.99,3
3875,Kengeri Satellite Town,3 BHK,1149.0,2.0,29.0,3
3876,Kothanur,2 BHK,1185.0,2.0,59.0,2
3877,Domlur,3 BHK,1720.0,3.0,135.0,3
3878,Hebbal,3 BHK,2080.0,3.0,175.0,3
3879,Tindlu,3 Bedroom,1500.0,3.0,87.0,3
3880,Yelahanka,3 BHK,1566.0,3.0,97.0,3
3881,Rajaji Nagar,3 BHK,2386.0,3.0,334.0,3
3882,KSRTC Layout,4 Bedroom,1500.0,4.0,110.0,4
3883,KR Puram,2 BHK,1290.0,2.0,49.02,2
3884,"JP nagar 9th Phase, ",3 BHK,1531.0,3.0,72.0,3
3885,Keshava Nagar,3 BHK,1839.0,3.0,165.0,3
3886,Dollars Layout,4 Bedroom,4200.0,4.0,760.0,4
3887,Electronic City Phase II,3 BHK,1400.0,2.0,40.43,3
3888,Electronic City,2 BHK,550.0,1.0,15.0,2
3889,Whitefield,2 BHK,1140.0,2.0,39.0,2
3890,Tumkur Road,3 BHK,1343.5,3.0,57.76,3
3891,Banashankari Stage III,4 Bedroom,2000.0,4.0,100.0,4
3892,Kaval Byrasandra,2 BHK,1100.0,2.0,46.0,2
3893,Vignana Nagar,2 BHK,1200.0,2.0,55.0,2
3894,Bannerghatta,3 BHK,1618.0,3.0,68.0,3
3895,Whitefield,4 BHK,2830.0,5.0,160.0,4
3896,Uttarahalli,3 BHK,1315.0,2.0,74.0,3
3897,Anandapura,2 BHK,1141.0,2.0,42.75,2
3898,AECS Layout,2 BHK,1080.0,2.0,55.0,2
3899,HBR Layout,2 BHK,1200.0,2.0,60.0,2
3900,Varthur,2 BHK,1111.0,2.0,41.88,2
3901,NGR Layout,2 BHK,1022.0,2.0,45.9,2
3902,Bannerghatta Road,2 BHK,1275.0,2.0,65.0,2
3903,4th Block Jayanagar,2 BHK,900.0,2.0,70.0,2
3904,Rachenahalli,2 BHK,1224.0,2.0,39.2,2
3905,Battarahalli,2 BHK,1135.0,2.0,43.0,2
3906,Rachenahalli,2 BHK,1050.0,2.0,52.1,2
3907,Kudlu Gate,3 BHK,1535.0,3.0,86.0,3
3908,Nagavarapalya,2 BHK,1392.0,2.0,130.0,2
3909,Bellandur,2 BHK,1050.0,2.0,72.0,2
3910,Hosa Road,3 BHK,1513.0,3.0,103.0,3
3911,Gottigere,3 BHK,1621.0,3.0,72.0,3
3912,Bannerghatta Road,2 BHK,892.0,2.0,39.0,2
3913,Whitefield,2 BHK,1205.0,2.0,40.0,2
3914,Hebbal,3 BHK,1355.0,3.0,83.87,3
3915,2nd Block Hrbr Layout,5 Bedroom,1250.0,5.0,300.0,5
3916,Kuvempu Nagar,7 Bedroom,1650.0,9.0,345.0,7
3917,Karnataka Shabarimala,4 BHK,1200.0,6.0,70.0,4
3918,Indira Nagar,2 BHK,1400.0,2.0,168.0,2
3919,Kengeri,2 BHK,726.0,2.0,35.0,2
3920,Singena Agrahara,3 Bedroom,1500.0,3.0,149.0,3
3921,Hebbal,4 BHK,3895.0,4.0,405.0,4
3922,Horamavu Agara,2 BHK,1079.0,2.0,41.0,2
3923,Begur Road,2 BHK,1170.0,2.0,46.0,2
3924,Doddathoguru,2 BHK,1104.0,2.0,39.0,2
3925,Kanakpura Road,2 BHK,950.0,2.0,45.0,2
3926,Hormavu,4 Bedroom,4818.0,4.0,390.0,4
3927,Canara Bank Colony,3 BHK,1650.0,2.0,52.0,3
3928,Kogilu,3 BHK,1559.0,3.0,127.0,3
3929,Hanumagiri,2 BHK,1100.0,2.0,38.0,2
3930,Benson Town,3 BHK,1750.0,3.0,150.0,3
3931,Ramagondanahalli,2 BHK,1215.0,2.0,45.5,2
3932,Talaghattapura,3 BHK,1868.0,3.0,135.0,3
3933,Electronic City,2 BHK,1130.0,2.0,32.63,2
3934,Kanakpura Road,3 BHK,1570.0,3.0,64.5,3
3935,Sarjapur  Road,3 BHK,1691.0,3.0,98.0,3
3936,Ardendale,5 Bedroom,4355.0,3.0,350.0,5
3937,Hulimavu,2 BHK,1225.0,2.0,55.0,2
3938,JP Nagar,3 BHK,1690.0,3.0,112.0,3
3939,Thigalarapalya,2 BHK,1418.0,2.0,103.0,2
3940,Kasturi Nagar,4 BHK,1896.0,3.0,125.0,4
3941,Sonnenahalli,1 BHK,605.0,1.0,40.0,1
3942,Begur Road,5 Bedroom,800.0,5.0,95.0,5
3943,Electronic City Phase II,2 BHK,900.0,2.0,32.5,2
3944,Cholanayakanahalli,1 Bedroom,750.0,2.0,50.0,1
3945,Hoodi,3 Bedroom,780.0,3.0,62.0,3
3946,Ananth Nagar,2 BHK,908.0,2.0,26.0,2
3947,Sarjapur  Road,4 Bedroom,3416.5,6.0,143.0,4
3948,Thanisandra,4 BHK,3216.0,4.0,226.0,4
3949,BEML Layout,5 Bedroom,2400.0,4.0,225.0,5
3950,Iblur Village,2 BHK,1400.0,2.0,68.0,2
3951,Kudlu,2 BHK,1092.0,2.0,44.0,2
3952,Hulimavu,2 BHK,1255.0,2.0,74.0,2
3953,Electronic City,3 BHK,1500.0,2.0,100.0,3
3954,Thanisandra,2 BHK,1296.0,2.0,72.0,2
3955,Horamavu Banaswadi,2 BHK,925.0,2.0,38.0,2
3956,Raja Rajeshwari Nagar,2 BHK,1023.0,2.0,42.0,2
3957,Seshadripuram,2 BHK,600.0,3.0,75.0,2
3958,Thanisandra,2 BHK,1020.0,2.0,44.5,2
3959,Choodasandra,3 BHK,1530.0,3.0,77.0,3
3960,Gubbalala,3 BHK,1650.0,3.0,71.0,3
3961,Vijaya Bank Layout,3 BHK,1605.0,2.0,85.0,3
3962,Hosakerehalli,2 BHK,1925.0,2.0,50.0,2
3963,Kogilu,2 BHK,1190.0,2.0,50.66,2
3964,Jakkur,3 BHK,1374.0,3.0,68.0,3
3965,6th Phase JP Nagar,2 BHK,1140.0,2.0,65.0,2
3966,Green Glen Layout,3 BHK,1725.0,3.0,130.0,3
3967,Bisuvanahalli,3 BHK,1075.0,2.0,50.0,3
3968,Kannamangala,3 BHK,1574.0,3.0,93.34,3
3969,Sanjay nagar,1 BHK,965.0,1.0,32.0,1
3970,Marathahalli,3 BHK,1550.0,3.0,83.0,3
3971,Akshayanagara West,2 BHK,1205.0,2.0,60.0,2
3972,Kambipura,3 BHK,1082.0,2.0,55.0,3
3973,Uttarahalli,3 BHK,1215.0,2.0,52.85,3
3974,Hebbal,4 BHK,2483.0,5.0,230.0,4
3975,Prasanth Extension,2 Bedroom,1200.0,3.0,46.14,2
3976,Chikkathoguru,1 BHK,1500.0,1.0,19.5,1
3977,1st Block Koramangala,4 Bedroom,2360.0,4.0,600.0,4
3978,Ardendale,4 BHK,3198.0,4.0,250.0,4
3979,Kanakpura Road,3 BHK,1452.0,3.0,60.98,3
3980,Electronic City Phase II,3 BHK,1329.0,2.0,41.0,3
3981,Doctors Layout,2 BHK,1125.0,2.0,44.0,2
3982,Anand nagar,2 Bedroom,1200.0,2.0,70.0,2
3983,Sarjapur  Road,3 BHK,1350.0,3.0,39.97,3
3984,Uttarahalli,3 BHK,1312.5,3.0,51.19,3
3985,Hebbal,3 BHK,2600.0,3.0,195.0,3
3986,West of Chord Road,2 Bedroom,1200.0,2.0,160.0,2
3987,Electronic City Phase II,3 BHK,1220.0,3.0,35.23,3
3988,Pai Layout,2 BHK,1255.0,2.0,80.0,2
3989,Keshava Nagar,3 BHK,1904.0,3.0,155.0,3
3990,Somasundara Palya,2 BHK,1329.0,2.0,70.0,2
3991,Chandapura,2 Bedroom,1200.0,2.0,60.0,2
3992,Murugeshpalya,3 BHK,2135.0,3.0,160.0,3
3993,Ramakrishnappa Layout,3 BHK,2770.0,4.0,315.0,3
3994,"Hoodi Circle, ",1 BHK,813.0,1.0,39.0,1
3995,Junnasandra,4 Bedroom,3884.0,4.0,240.0,4
3996,Doddaballapur,3 Bedroom,3876.0,3.0,300.0,3
3997,Kalena Agrahara,2 BHK,800.0,2.0,30.0,2
3998,Handenahalli,4 Bedroom,4750.0,2.0,120.0,4
3999,Hormavu,3 BHK,1500.0,3.0,70.0,3
4000,Bannerghatta Road,3 BHK,1880.0,3.0,95.0,3
4001,Electronic City,3 BHK,1440.0,2.0,55.0,3
4002,Akshaya Nagar,3 BHK,1575.0,3.0,90.0,3
4003,Banagiri Nagar,3 BHK,1630.0,2.0,97.78,3
4004,Yelahanka,3 BHK,1180.0,3.0,55.0,3
4005,Nagadevanahalli,2 BHK,1090.0,2.0,36.0,2
4006,NGR Layout,2 BHK,1020.0,2.0,48.45,2
4007,"Sarjapur Road, ",4 BHK,2425.0,4.0,173.0,4
4008,Varthur,2 BHK,1097.0,2.0,33.82,2
4009,Raja Rajeshwari Nagar,2 BHK,1070.0,2.0,50.0,2
4010,Kumaraswami Layout,2 BHK,1000.0,2.0,58.0,2
4011,Hoodi,8 Bedroom,1120.0,8.0,150.0,8
4012,manyata tech park,2 BHK,1150.0,2.0,56.0,2
4013,Frazer Town,3 BHK,1900.0,4.0,145.0,3
4014,Divya Unnathi Layout,2 BHK,1141.0,2.0,49.0,2
4015,Jigani,2 BHK,937.0,2.0,44.0,2
4016,Green Glen Layout,2 BHK,1075.0,2.0,60.0,2
4017,Panathur,2 BHK,1000.0,2.0,65.3,2
4018,Kasavanhalli,3 BHK,1450.0,3.0,77.41,3
4019,Yelachenahalli,5 Bedroom,897.0,2.0,85.0,5
4020,Ashwathnagar,2 BHK,936.0,2.0,43.0,2
4021,Gopalkrishna Nagar,2 BHK,1280.0,2.0,75.0,2
4022,Babusapalaya,2 BHK,1050.0,2.0,45.0,2
4023,Marathahalli,2 BHK,1350.0,2.0,86.0,2
4024,Mallasandra,2 BHK,1325.0,2.0,70.0,2
4025,Devanahalli,2 BHK,1174.0,2.0,59.0,2
4026,Hosur Road,3 BHK,1890.0,3.0,162.0,3
4027,Wilson Garden,1 BHK,735.0,1.0,75.0,1
4028,Sarvabhouma Nagar,1 BHK,500.0,1.0,24.0,1
4029,Gottigere,3 BHK,1304.0,3.0,80.0,3
4030,Yelahanka,3 BHK,1653.0,3.0,120.0,3
4031,Bisuvanahalli,3 BHK,1075.0,2.0,52.0,3
4032,7th Phase JP Nagar,2 BHK,1212.0,3.0,42.0,2
4033,Hoysalanagar,2 BHK,1100.0,2.0,50.0,2
4034,Rajaji Nagar,4 BHK,3436.0,6.0,500.0,4
4035,SMV layout,3 Bedroom,1200.0,4.0,145.0,3
4036,Billekahalli,2 BHK,1140.0,2.0,50.0,2
4037,Roopena Agrahara,2 Bedroom,1200.0,2.0,100.0,2
4038,Kudlu Gate,3 BHK,1532.0,3.0,83.0,3
4039,Doddaballapur,3 Bedroom,2776.0,4.0,195.0,3
4040,Padmanabhanagar,3 BHK,1531.0,2.0,75.0,3
4041,Poorna Pragna Layout,3 BHK,1270.0,2.0,50.79,3
4042,Uttarahalli,2 BHK,1325.0,2.0,53.0,2
4043,CQAL LAYOUT C BLOCK,3 Bedroom,1200.0,3.0,160.0,3
4044,Electronic City,3 BHK,1156.0,2.0,44.0,3
4045,R.T. Nagar,4 Bedroom,2000.0,4.0,320.0,4
4046,Bannerghatta Road,2 BHK,1260.0,2.0,70.0,2
4047,Vittasandra,2 BHK,1934.0,2.0,90.0,2
4048,Malleshpalya,2 BHK,1060.0,2.0,40.0,2
4049,Kasavanhalli,3 BHK,1476.0,3.0,95.0,3
4050,Murugeshpalya,2 BHK,1185.0,2.0,85.0,2
4051,Channasandra Layout,3 BHK,1265.0,2.0,82.0,3
4052,"Near Electronic City, ",4 BHK,3200.0,5.0,150.0,4
4053,Virat Nagar,2 BHK,1196.0,2.0,56.81,2
4054,EPIP Zone,2 BHK,1280.0,2.0,69.0,2
4055,Marathahalli,4 Bedroom,800.0,4.0,86.0,4
4056,Hulimavu,2 BHK,1175.0,2.0,45.0,2
4057,Kacharakanahalli,3 BHK,1850.0,3.0,98.0,3
4058,Indira Nagar,4 Bedroom,2400.0,4.0,525.0,4
4059,Whitefield,2 BHK,1195.0,2.0,70.0,2
4060,Ulsoor,3 BHK,2000.0,3.0,185.0,3
4061,Veerannapalya,7 BHK,600.0,4.0,100.0,7
4062,Hebbal Kempapura,4 Bedroom,800.0,5.0,155.0,4
4063,Hosur Road,2 BHK,1180.0,2.0,36.5,2
4064,Jakkur,2 BHK,1050.0,2.0,49.87,2
4065,Electronic City,3 BHK,1400.0,2.0,40.44,3
4066,Bagalakunte,4 Bedroom,2360.0,4.0,150.0,4
4067,Banashankari stage 2,2 BHK,1030.0,2.0,77.25,2
4068,Doddanakundi Industrial Area 2,2 BHK,1512.0,1.0,65.01,2
4069,Subramanyapura,2 BHK,929.0,2.0,48.0,2
4070,Jigani,3 BHK,1252.0,3.0,61.0,3
4071,Green Glen Layout,3 BHK,1485.0,3.0,115.0,3
4072,Electronics City Phase 1,3 BHK,1124.0,2.0,55.0,3
4073,TC Palaya,6 Bedroom,2400.0,6.0,370.0,6
4074,Indira Nagar,3 BHK,1407.0,3.0,120.0,3
4075,Hennur Road,3 BHK,1482.0,2.0,97.0,3
4076,Sector 7 HSR Layout,2 BHK,1163.0,2.0,98.86,2
4077,Jalahalli,3 BHK,1570.0,3.0,140.0,3
4078,Whitefield,3 BHK,3480.0,4.0,284.0,3
