,location,total_sqft,bath,price,bhk
2862,Hegde Nagar,1718.0,3.0,119.0,3
2863,Hegde Nagar,1847.0,3.0,123.0,3
2864,Hegde Nagar,1340.0,2.0,72.0,2
2865,Hegde Nagar,2087.01,3.0,115.0,3
2866,Hegde Nagar,1703.0,3.0,130.0,3
2867,Hegde Nagar,2087.01,4.0,135.0,3
2868,Hegde Nagar,1718.0,3.0,130.0,3
2869,Hegde Nagar,1884.0,4.0,118.0,3
2870,Hegde Nagar,1930.0,4.0,122.0,3
2871,Hegde Nagar,1584.01,3.0,104.0,3
2872,Hegde Nagar,1168.0,2.0,68.0,3
2873,Hegde Nagar,2162.03,4.0,129.0,3
2874,Hegde Nagar,2087.01,4.0,160.0,3
2875,Hegde Nagar,1000.0,2.0,66.0,2
2876,Hegde Nagar,1348.0,2.0,80.5,3
2877,Hennur,1075.0,2.0,52.0,2
2878,Hennur,1255.0,2.0,52.32,2
2879,Hennur,1225.0,2.0,57.0,2
2880,Hennur,1255.0,2.0,57.5,2
2881,Hennur,1259.0,2.0,57.0,2
2882,Hennur,1255.0,2.0,53.5,2
2883,Hennur,1285.0,2.0,60.0,2
2884,Hennur,1285.0,2.0,60.0,2
2885,Hennur,1100.0,2.0,60.0,2
2886,Hennur,1231.0,2.0,48.0,2
2887,Hennur,1255.0,2.0,58.0,2
2888,Hennur,1040.0,2.0,42.12,2
2889,Hennur,1255.0,2.0,54.5,2
2890,Hennur,1041.0,2.0,40.6,2
2892,Hennur,1255.0,2.0,55.5,2
2894,Hennur,1231.0,2.0,50.0,2
2895,Hennur,2500.0,5.0,125.0,5
2896,Hennur,1160.0,2.0,49.0,2
2897,Hennur,2400.0,3.0,135.0,3
2898,Hennur,1255.0,2.0,53.5,2
2899,Hennur,1255.0,2.0,55.5,2
2900,Hennur,1100.0,2.0,44.55,2
2901,Hennur,1255.0,2.0,57.5,2
2902,Hennur,960.0,2.0,48.0,2
2903,Hennur,1020.0,2.0,48.0,2
2904,Hennur,1255.0,2.0,52.32,2
2905,Hennur,1295.0,2.0,64.0,2
2906,Hennur,1935.0,3.0,102.0,3
2908,Hennur,1345.0,2.0,69.0,3
2909,Hennur,1255.0,2.0,58.0,2
2910,Hennur,1420.0,2.0,62.0,2
2911,Hennur,1155.0,2.0,54.5,2
2912,Hennur,1255.0,2.0,52.32,2
2913,Hennur,1255.0,2.0,52.35,2
2915,Hennur,1255.0,2.0,54.5,2
2916,Hennur,1830.0,2.0,113.0,3
2917,Hennur,1830.5,3.0,84.205,3
2918,Hennur,1255.0,2.0,55.5,2
2919,Hennur,1255.0,2.0,53.57,2
2920,Hennur,1255.0,2.0,56.5,2
2921,Hennur,1050.0,2.0,42.73,2
2922,Hennur,1295.0,2.0,62.0,2
2923,Hennur Road,2089.0,3.0,140.0,3
2924,Hennur Road,5000.0,8.0,250.0,8
2925,Hennur Road,1385.0,2.0,83.09,2
2926,Hennur Road,1317.5,2.0,63.77,2
2928,Hennur Road,2264.0,3.0,159.0,3
2929,Hennur Road,1157.0,2.0,84.0,2
2930,Hennur Road,1904.0,3.0,120.0,3
2931,Hennur Road,1891.0,3.0,109.0,3
2932,Hennur Road,1561.0,3.0,95.0,3
2934,Hennur Road,2060.0,3.0,149.0,3
2935,Hennur Road,1482.0,2.0,92.0,3
2936,Hennur Road,1232.0,2.0,89.0,2
2937,Hennur Road,1065.0,2.0,42.6,2
2939,Hennur Road,1482.0,2.0,87.0,3
2940,Hennur Road,1891.0,3.0,139.0,3
2941,Hennur Road,1703.0,3.0,101.0,3
2942,Hennur Road,1232.0,2.0,69.61,2
2943,Hennur Road,987.0,2.0,49.0,2
2945,Hennur Road,2160.0,3.0,160.0,3
2947,Hennur Road,1680.0,3.0,99.27,3
2948,Hennur Road,1065.0,2.0,42.6,2
2949,Hennur Road,1385.0,2.0,83.09,2
2951,Hennur Road,2350.0,3.0,174.0,3
2952,Hennur Road,1586.0,3.0,93.94,3
2953,Hennur Road,1975.0,3.0,123.0,3
2954,Hennur Road,1290.0,2.0,94.5,3
2955,Hennur Road,901.0,2.0,49.5,2
2956,Hennur Road,1445.0,3.0,86.56,3
2957,Hennur Road,1482.0,2.0,97.0,3
2958,Hennur Road,1182.0,2.0,82.5,2
2960,Hennur Road,1036.0,2.0,59.46,2
2961,Hennur Road,1891.0,3.0,109.0,3
2962,Hennur Road,1232.0,2.0,69.61,2
2964,Hennur Road,2320.0,3.0,170.0,3
2965,Hennur Road,1936.0,3.0,118.0,3
2966,Hennur Road,1480.0,2.0,65.0,2
2967,Hennur Road,1590.0,3.0,96.5,3
2968,Hennur Road,1445.0,2.0,105.0,3
2969,Hennur Road,1036.0,2.0,59.45,2
2970,Hennur Road,1832.0,3.0,125.0,3
2971,Hennur Road,1359.0,2.0,104.0,2
2972,Hennur Road,1341.0,2.0,75.76,2
2973,Hennur Road,1040.0,2.0,50.0,2
2975,Hennur Road,1414.0,2.0,84.18,2
2976,Hennur Road,1949.0,3.0,133.0,3
2977,Hennur Road,1232.0,2.0,89.0,2
2978,Hennur Road,1250.0,2.0,77.88,3
2979,Hennur Road,2502.0,4.0,180.0,4
2980,Hennur Road,1831.0,3.0,110.0,3
2981,Hennur Road,1232.0,2.0,87.0,2
2982,Hennur Road,1232.0,2.0,74.0,2
2983,Hennur Road,1232.0,2.0,66.0,2
2984,Hennur Road,1341.0,2.0,95.0,2
2986,Hennur Road,1232.0,2.0,88.0,2
2987,Hennur Road,2365.0,4.0,175.0,3
2988,Hennur Road,1310.0,2.0,66.0,2
2990,Hennur Road,1015.0,2.0,50.0,2
2992,Hennur Road,2264.0,3.0,168.0,3
2993,Hennur Road,2002.0,3.0,120.0,3
2994,Hennur Road,1232.0,2.0,69.6,2
2995,Hennur Road,1195.0,2.0,73.0,2
2996,Hennur Road,1020.0,2.0,47.0,2
2997,Hennur Road,5100.0,6.0,375.0,5
2998,Hennur Road,1061.0,2.0,54.92,2
3000,Hennur Road,1020.0,2.0,45.0,2
3001,Hennur Road,2041.0,3.0,128.0,3
3002,Hennur Road,1232.0,2.0,87.0,2
3003,Hennur Road,1066.0,2.0,52.23,2
3004,Hennur Road,973.0,2.0,56.0,2
3005,Hennur Road,1255.0,2.0,84.0,2
3006,Hennur Road,1232.0,2.0,83.0,2
3007,Hennur Road,1832.0,3.0,116.0,3
3008,Hennur Road,2050.0,3.0,120.0,3
3009,Hennur Road,1445.0,2.0,86.69,3
3010,Hennur Road,1445.0,2.0,83.0,3
3013,Hennur Road,1654.0,3.0,97.8,3
3014,Hennur Road,1480.0,3.0,100.0,3
3015,Hennur Road,1450.0,3.0,88.6,3
3016,Hennur Road,1155.0,2.0,69.18,2
3017,Hennur Road,1053.0,2.0,53.0,2
3018,Hennur Road,1195.0,2.0,59.0,2
3019,Hennur Road,1904.0,3.0,129.0,3
3020,Hennur Road,1981.0,3.0,134.0,3
3021,Hennur Road,1155.0,2.0,69.18,2
3023,Hennur Road,1590.0,3.0,105.0,3
3024,Hennur Road,2041.0,3.0,138.0,3
3025,Hennur Road,1100.0,2.0,78.0,3
3026,Hennur Road,1880.0,4.0,154.0,4
3027,Hennur Road,1232.0,2.0,69.61,2
3028,Hennur Road,1748.0,3.0,103.0,3
3029,Hennur Road,1460.0,2.0,80.3,2
3031,Hennur Road,1933.0,3.0,140.0,3
3032,Hennur Road,1030.0,2.0,46.5,2
3033,Hennur Road,1232.0,2.0,69.61,2
3035,Hennur Road,1445.0,2.0,89.56,3
3036,Hennur Road,973.0,2.0,50.74,2
3038,Hennur Road,1305.0,2.0,77.0,3
3040,Hennur Road,1165.0,2.0,67.0,2
3041,Hennur Road,980.0,2.0,51.0,2
3042,Hennur Road,1232.0,2.0,80.0,2
3043,Hennur Road,1085.0,2.0,43.4,2
3044,Hennur Road,950.0,2.0,55.0,2
3045,Hennur Road,1140.0,2.0,56.0,2
3046,Hennur Road,1891.0,3.0,110.0,3
3049,Hennur Road,1165.0,2.0,52.0,2
3050,Hennur Road,1450.0,2.0,80.0,2
3051,Hennur Road,1155.0,2.0,69.18,2
3052,Hennur Road,1936.0,3.0,131.0,3
3053,Hoodi,985.0,2.0,67.0,2
3056,Hoodi,1425.0,2.0,80.0,2
3057,Hoodi,1420.0,2.0,75.0,2
3058,Hoodi,1639.0,3.0,110.0,3
3060,Hoodi,1639.0,3.0,98.32,3
3064,Hoodi,1026.0,2.0,60.87,2
3065,Hoodi,1050.0,2.0,50.0,2
3066,Hoodi,1400.0,2.0,78.0,2
3067,Hoodi,2400.0,5.0,160.0,5
3068,Hoodi,1196.0,2.0,71.74,2
3070,Hoodi,1500.0,2.0,84.0,2
3071,Hoodi,1055.0,2.0,57.63,2
3072,Hoodi,1925.0,2.0,114.0,3
3073,Hoodi,1400.0,2.0,82.0,2
3075,Hoodi,706.0,1.0,48.24,1
3076,Hoodi,1257.0,2.0,69.0,2
3077,Hoodi,1132.0,2.0,67.9,2
3078,Hoodi,1925.0,3.0,110.0,3
3080,Hoodi,1257.0,2.0,71.03,2
3081,Hoodi,1305.0,2.0,75.0,2
3083,Hoodi,1240.0,2.0,65.0,2
3085,Hoodi,1108.0,2.0,74.23,2
3086,Hoodi,1257.0,2.0,68.5,2
3087,Hoodi,1000.0,2.0,48.0,2
3088,Hoodi,1063.0,2.0,61.17,2
3089,Hoodi,1259.0,2.0,69.45,2
3090,Hoodi,711.0,1.0,42.65,1
3092,Hoodi,863.0,1.0,40.55,1
3093,Hoodi,1715.0,2.0,100.0,3
3095,Hoodi,1447.0,3.0,76.0,2
3096,Hoodi,2144.0,3.0,140.0,3
3097,Hoodi,1108.0,2.0,66.46,2
3099,Hoodi,1837.0,3.0,110.0,3
3100,Hoodi,3385.0,4.0,220.0,4
3102,Hoodi,1181.0,2.0,55.0,2
3103,Hoodi,1490.0,3.0,85.0,3
3104,Hoodi,1258.5,2.0,59.135,2
3105,Horamavu Agara,1200.0,2.0,45.0,2
3106,Horamavu Agara,1560.0,3.0,75.0,3
3107,Horamavu Agara,755.0,2.0,37.49,2
3108,Horamavu Agara,982.0,2.0,47.65,2
3109,Horamavu Agara,1650.0,2.0,75.0,3
3110,Horamavu Agara,950.0,2.0,39.0,2
3111,Horamavu Agara,1106.0,2.0,43.09,2
3112,Horamavu Agara,1079.0,2.0,41.0,2
3113,Horamavu Agara,1265.0,2.0,65.0,3
3114,Horamavu Agara,1060.0,2.0,37.0,2
3115,Horamavu Agara,1107.83,2.0,41.51,2
3116,Horamavu Agara,980.0,2.0,38.19,2
3117,Horamavu Agara,1250.0,3.0,65.0,3
3118,Horamavu Agara,1145.0,2.0,41.21,2
3119,Horamavu Agara,1000.0,2.0,46.0,2
3120,Horamavu Agara,760.0,2.0,37.49,2
3121,Horamavu Agara,1150.0,2.0,42.0,2
3123,Horamavu Agara,750.0,2.0,37.49,2
3124,Horamavu Agara,625.0,1.0,27.0,1
3125,Horamavu Agara,1080.0,2.0,38.0,2
3126,Horamavu Agara,994.0,2.0,42.28,2
3127,Horamavu Agara,1107.83,2.0,41.51,2
3129,Horamavu Agara,1090.0,2.0,46.0,2
3130,Horamavu Agara,1400.0,3.0,63.0,3
3131,Horamavu Agara,1557.0,3.0,70.0,3
3132,Horamavu Agara,1058.0,2.0,47.0,2
3135,Horamavu Banaswadi,1460.0,2.0,80.5,2
3136,Horamavu Banaswadi,1156.0,2.0,46.0,2
3137,Horamavu Banaswadi,1180.0,2.0,58.0,2
3138,Horamavu Banaswadi,1307.0,2.0,51.6,2
3140,Horamavu Banaswadi,1357.0,2.0,54.0,2
3141,Horamavu Banaswadi,925.0,2.0,38.0,2
3142,Horamavu Banaswadi,1272.0,2.0,48.0,2
3143,Horamavu Banaswadi,1225.0,2.0,49.5,2
3144,Horamavu Banaswadi,1272.0,2.0,51.5,2
3145,Horamavu Banaswadi,1272.0,2.0,51.5,2
3146,Horamavu Banaswadi,1156.0,2.0,46.9,2
3147,Horamavu Banaswadi,1200.0,2.0,45.0,2
3148,Horamavu Banaswadi,1254.0,2.0,47.0,2
3149,Horamavu Banaswadi,1610.0,3.0,68.0,3
3150,Horamavu Banaswadi,1210.0,2.0,50.0,2
3151,Horamavu Banaswadi,1357.0,2.0,54.0,2
3152,Horamavu Banaswadi,1272.0,2.0,50.0,2
3153,Horamavu Banaswadi,1200.0,2.0,45.0,2
3154,Horamavu Banaswadi,1025.0,2.0,45.0,2
3155,Horamavu Banaswadi,1081.0,2.0,52.0,2
3156,Horamavu Banaswadi,1000.0,2.0,50.0,2
3157,Hormavu,1500.0,2.0,78.0,2
3158,Hormavu,1150.0,2.0,55.0,2
3160,Hormavu,1180.0,2.0,50.0,2
3161,Hormavu,1200.0,2.0,67.0,2
3162,Hormavu,1200.0,3.0,70.0,2
3163,Hormavu,1175.0,2.0,52.0,2
3164,Hormavu,1351.0,2.0,53.0,1
3165,Hormavu,1141.0,2.0,44.4,2
3166,Hormavu,1130.0,2.0,42.3,2
3168,Hormavu,1725.0,3.0,85.0,3
3169,Hormavu,1153.0,2.0,65.0,2
3170,Hormavu,1150.0,2.0,53.11,2
3171,Hormavu,1123.0,2.0,56.0,2
3172,Hormavu,1385.0,2.0,69.0,3
3174,Hormavu,1030.0,2.0,49.35,2
3175,Hormavu,1018.0,2.0,50.8,2
3176,Hormavu,1555.0,3.0,75.0,3
3177,Hormavu,1143.0,2.0,53.0,2
3178,Hormavu,1100.0,2.0,38.0,2
3179,Hormavu,1000.0,2.0,50.0,2
3180,Hormavu,1200.0,2.0,68.0,2
3182,Hormavu,1200.0,2.0,68.0,2
3183,Hormavu,765.0,2.0,37.49,2
3185,Hormavu,1081.5,2.0,38.665,2
3186,Hormavu,1250.0,2.0,60.0,2
3187,Hormavu,965.0,2.0,37.15,2
3188,Hormavu,583.0,1.0,28.275,1
3189,Hormavu,1129.0,2.0,44.0,2
3190,Hormavu,1385.0,2.0,69.25,3
3191,Hormavu,1165.0,2.0,40.0,2
3192,Hormavu,1065.0,2.0,50.92,2
3193,Hormavu,1046.0,2.0,60.0,2
3194,Hormavu,1400.0,2.0,75.0,2
3195,Hormavu,1365.0,2.0,65.0,3
3196,Hormavu,1196.0,2.0,44.8,2
3197,Hormavu,1263.0,2.0,47.36,2
3198,Hormavu,1015.0,2.0,39.08,2
3200,Hormavu,1200.0,2.0,73.0,2
3201,Hormavu,1250.0,2.0,65.0,2
3203,Hormavu,1075.0,2.0,53.7,2
3204,Hormavu,980.0,2.0,42.0,2
3205,Hormavu,1075.0,2.0,53.7,2
3206,Hormavu,2282.0,4.0,115.0,4
3207,Hormavu,1206.0,2.0,55.0,2
3208,Hormavu,1310.0,2.0,67.0,2
3209,Hormavu,1310.0,2.0,60.0,2
3210,Hormavu,1020.0,2.0,45.75,2
3211,Hormavu,1210.0,2.0,69.0,2
3212,Hosa Road,1652.0,3.0,85.0,3
3214,Hosa Road,1161.0,2.0,55.15,2
3216,Hosa Road,1161.0,2.0,55.15,2
3217,Hosa Road,1365.0,2.0,92.0,2
3218,Hosa Road,1243.0,2.0,48.5,2
3220,Hosa Road,1332.0,2.0,86.12,3
3221,Hosa Road,615.0,1.0,28.29,1
3222,Hosa Road,1318.0,2.0,85.28,3
3223,Hosa Road,1133.0,2.0,52.0,2
3224,Hosa Road,1016.0,2.0,40.0,2
3225,Hosa Road,972.0,2.0,40.0,2
3226,Hosa Road,1161.0,2.0,55.15,2
3227,Hosa Road,1532.0,3.0,98.13,3
3228,Hosa Road,1680.0,3.0,101.0,3
3229,Hosa Road,880.0,2.0,50.0,2
3230,Hosa Road,1533.0,3.0,98.18,3
3231,Hosa Road,1040.0,2.0,68.59,2
3232,Hosa Road,1040.0,2.0,61.0,2
3234,Hosa Road,1245.0,2.0,62.0,2
3235,Hosa Road,1311.0,2.0,84.86,3
3236,Hosa Road,800.0,1.0,39.99,1
3238,Hosa Road,1364.0,2.0,64.79,2
3239,Hosa Road,1016.0,2.0,45.0,2
3241,Hosa Road,1360.0,2.0,77.61,2
3242,Hosa Road,1170.0,2.0,65.0,2
3243,Hosa Road,1161.0,2.0,55.15,2
3244,Hosa Road,1470.0,2.0,84.22,3
3246,Hosa Road,1161.0,2.0,48.75,2
3248,Hosa Road,1016.0,2.0,39.95,2
3249,Hosakerehalli,2378.0,3.0,262.0,3
3250,Hosakerehalli,2376.0,3.0,203.0,3
3251,Hosakerehalli,3205.0,5.0,380.0,4
3254,Hosakerehalli,3024.0,5.0,350.0,4
3255,Hosakerehalli,2400.0,5.0,250.0,5
3256,Hosakerehalli,1817.0,4.0,153.0,3
3257,Hosakerehalli,1304.0,2.0,100.0,2
3258,Hosakerehalli,2480.0,3.0,245.0,3
3259,Hosakerehalli,925.0,2.0,46.5,2
3260,Hosakerehalli,2480.0,4.0,260.0,3
3261,Hosakerehalli,1596.0,3.0,79.8,3
3262,Hosakerehalli,1200.0,2.0,100.0,3
3263,Hosakerehalli,3205.0,4.0,300.0,4
3264,Hosakerehalli,3033.0,4.0,326.0,4
3265,Hosakerehalli,2480.0,4.0,265.0,3
3266,Hosakerehalli,925.0,2.0,46.25,2
3267,Hosakerehalli,2376.0,3.0,240.0,3
3268,Hoskote,1250.0,3.0,50.0,3
3269,Hoskote,1225.0,3.0,40.0,3
3270,Hoskote,1740.0,3.0,60.0,3
3271,Hoskote,1170.0,2.0,45.0,2
3272,Hoskote,1069.0,2.0,38.0,3
3273,Hoskote,1095.0,2.0,33.6,2
3275,Hoskote,1065.0,2.0,31.5,2
3276,Hoskote,945.0,2.0,35.0,2
3277,Hoskote,1003.5,2.0,28.095,2
3278,Hoskote,1065.0,2.0,33.75,2
3279,Hosur Road,1656.0,2.0,120.0,2
3280,Hosur Road,1194.0,2.0,69.0,2
3283,Hosur Road,3300.0,5.0,240.0,5
3284,Hosur Road,1510.0,2.0,105.0,3
3285,Hosur Road,1427.0,2.0,80.63,3
3286,Hosur Road,1508.0,2.0,110.0,3
3287,Hosur Road,460.0,1.0,21.0,1
3289,Hosur Road,1179.0,2.0,49.0,2
3290,Hosur Road,950.0,2.0,60.0,2
3291,Hosur Road,1194.0,2.0,71.64,2
3292,Hosur Road,1766.0,3.0,130.0,3
3293,Hosur Road,1689.0,3.0,103.0,3
3294,Hosur Road,3600.0,5.0,180.0,5
3295,Hosur Road,1170.0,2.0,48.0,2
3296,Hosur Road,1250.0,2.0,55.0,2
3297,Hosur Road,1689.0,3.0,103.0,3
3299,Hosur Road,2000.0,4.0,130.0,4
3300,Hosur Road,1250.0,2.0,65.0,2
3301,Hosur Road,1689.0,3.0,103.0,3
3303,Hosur Road,1223.0,2.0,93.0,2
3304,Hosur Road,1919.0,3.0,117.0,3
3305,Hulimavu,1125.0,2.0,50.0,2
3306,Hulimavu,1242.0,2.0,51.0,2
3308,Hulimavu,1823.0,3.0,100.0,3
3309,Hulimavu,1300.0,2.0,36.0,2
3310,Hulimavu,1080.0,2.0,43.2,2
3311,Hulimavu,1100.0,2.0,71.5,2
3313,Hulimavu,688.0,1.0,50.0,1
3314,Hulimavu,1255.0,2.0,73.0,2
3315,Hulimavu,1058.0,2.0,48.0,2
3316,Hulimavu,1375.0,2.0,80.0,2
3317,Hulimavu,1248.0,2.0,69.0,2
3318,Hulimavu,1818.0,3.0,135.0,3
3319,Hulimavu,1225.0,2.0,55.0,2
3320,Hulimavu,1255.0,2.0,74.0,2
3321,Hulimavu,1175.0,2.0,45.0,2
3322,Hulimavu,1255.0,2.0,69.0,2
3323,Hulimavu,1255.0,2.0,66.0,2
3326,Hulimavu,1127.0,2.0,65.0,2
3327,Hulimavu,1200.0,2.0,50.0,2
3329,Hulimavu,1200.0,2.0,75.0,2
3330,Hulimavu,1430.0,2.0,90.0,3
3331,Hulimavu,850.0,1.0,39.5,2
3332,Hulimavu,1000.0,2.0,45.0,2
3335,Hulimavu,3560.0,5.0,318.0,4
3336,Hulimavu,1011.0,2.0,38.0,2
3337,Hulimavu,1276.0,2.0,76.0,2
3338,Hulimavu,1500.0,2.0,90.0,2
3339,Hulimavu,1315.0,2.0,60.48,2
3340,Hulimavu,1021.0,2.0,76.0,2
3341,Hulimavu,581.0,1.0,29.0,1
3342,Hulimavu,935.0,2.0,45.0,2
3343,Hulimavu,1050.0,2.0,125.0,2
3345,Hulimavu,1260.0,2.0,82.0,3
3346,Hulimavu,450.0,1.0,20.0,1
3347,Hulimavu,1231.0,2.0,84.5,2
3348,Hulimavu,1916.0,2.0,150.0,3
3349,Hulimavu,1115.0,2.0,44.6,2
3350,ISRO Layout,4400.0,6.0,250.0,6
3351,ISRO Layout,1000.0,2.0,60.0,2
3352,ISRO Layout,1000.0,2.0,60.0,2
3353,ISRO Layout,1310.0,2.0,68.0,3
3354,ISRO Layout,4200.0,4.0,255.0,4
3355,ISRO Layout,1050.0,2.0,51.0,2
3356,ITPL,1200.0,3.0,56.12,3
3357,ITPL,1548.0,3.0,89.5,3
3358,ITPL,1200.0,3.0,68.4,3
3359,ITPL,1200.0,3.0,56.12,3
3360,ITPL,1200.0,3.0,56.12,3
3361,ITPL,1500.0,3.0,61.52,3
3362,ITPL,5667.5,5.0,300.0,4
3363,Iblur Village,3235.0,3.0,235.0,3
3364,Iblur Village,3596.0,5.0,290.0,4
3365,Iblur Village,1920.0,3.0,130.0,3
3366,Iblur Village,1995.0,3.0,135.0,3
3367,Iblur Village,3596.0,5.0,282.0,4
3368,Iblur Village,1918.0,3.0,129.0,3
3370,Iblur Village,2100.0,4.0,145.0,3
3371,Iblur Village,1920.0,3.0,150.0,3
3372,Iblur Village,1920.0,3.0,130.0,3
3373,Iblur Village,1920.0,3.0,150.0,3
3374,Iblur Village,2000.0,4.0,138.0,3
3375,Iblur Village,3596.0,5.0,260.0,4
3376,Iblur Village,3596.0,5.0,279.0,4
3377,Iblur Village,2666.0,4.0,200.0,3
3378,Iblur Village,5384.0,5.0,420.0,5
3379,Iblur Village,3596.0,5.0,297.0,4
3380,Iblur Village,5515.0,6.0,425.0,5
3381,Iblur Village,1920.0,3.0,130.0,3
3382,Iblur Village,3596.0,4.0,268.0,4
3385,Indira Nagar,1200.0,2.0,93.0,2
3386,Indira Nagar,1128.0,2.0,105.0,2
3387,Indira Nagar,2800.0,3.0,330.0,3
3388,Indira Nagar,1650.0,3.0,200.0,3
3390,Indira Nagar,1210.0,2.0,102.0,2
3391,Indira Nagar,1224.0,2.0,105.0,2
3392,Indira Nagar,2070.0,3.0,225.0,3
3393,Indira Nagar,500.0,1.0,70.0,1
3394,Indira Nagar,1400.0,2.0,168.0,2
3395,Indira Nagar,2400.0,4.0,525.0,4
3397,Indira Nagar,1145.0,2.0,100.0,2
3398,Indira Nagar,1470.0,2.0,170.0,2
3399,Indira Nagar,2700.0,3.0,324.0,3
3400,Indira Nagar,850.0,1.0,57.0,1
3401,Indira Nagar,3250.0,8.0,600.0,8
3402,Indira Nagar,2601.0,4.0,312.0,3
3403,Indira Nagar,1260.0,2.0,100.0,2
3404,Indira Nagar,1740.0,3.0,191.0,3
3405,Indira Nagar,1650.0,3.0,220.0,3
3408,Indira Nagar,1440.0,3.0,275.0,3
3409,Indira Nagar,1475.0,2.0,171.0,2
3410,Indira Nagar,3200.0,4.0,440.0,4
3411,Indira Nagar,4000.0,4.0,700.0,4
3412,Indira Nagar,850.0,1.0,60.0,1
3413,Indira Nagar,2400.0,4.0,405.0,4
3414,Indira Nagar,1800.0,5.0,350.0,5
3417,Indira Nagar,1650.0,3.0,200.0,3
3418,Indira Nagar,2800.0,4.0,365.0,4
3419,Indira Nagar,1260.0,2.0,120.0,2
3420,Indira Nagar,1149.0,2.0,130.0,2
3422,Indira Nagar,2400.0,6.0,475.0,6
3423,JP Nagar,1850.0,3.0,150.0,3
3424,JP Nagar,1000.0,2.0,35.0,2
3425,JP Nagar,1100.0,2.0,70.0,2
3426,JP Nagar,940.0,2.0,49.0,2
3428,JP Nagar,4624.5,4.0,314.5,4
3429,JP Nagar,1078.0,2.0,45.0,2
3430,JP Nagar,1050.0,1.0,44.0,1
3431,JP Nagar,1352.5,2.0,93.865,2
3432,JP Nagar,1200.0,2.0,62.0,2
3433,JP Nagar,1300.0,2.0,90.87,2
3434,JP Nagar,1315.0,2.0,85.4,3
3435,JP Nagar,1690.0,3.0,112.0,3
3440,JP Nagar,750.0,1.0,52.5,1
3441,JP Nagar,1200.0,2.0,78.0,2
3442,JP Nagar,1850.0,2.0,110.0,3
3443,JP Nagar,1100.0,2.0,45.0,2
3444,JP Nagar,1197.0,2.0,47.88,2
3445,JP Nagar,2700.0,4.0,160.0,7
3447,JP Nagar,820.0,2.0,45.0,2
3448,JP Nagar,1750.0,3.0,123.0,3
3452,JP Nagar,745.0,1.0,34.27,1
3453,JP Nagar,1150.0,2.0,90.0,2
3455,JP Nagar,1960.0,3.0,138.0,3
3458,JP Nagar,1250.0,2.0,60.0,2
3459,JP Nagar,1125.0,2.0,39.98,2
3460,JP Nagar,2400.0,3.0,196.0,3
3461,JP Nagar,1300.0,2.0,91.65,2
3462,JP Nagar,1107.0,2.0,57.0,2
3463,JP Nagar,1250.0,2.0,93.0,2
3464,JP Nagar,1500.0,2.0,108.0,3
3465,JP Nagar,1405.0,2.0,99.0,2
3466,JP Nagar,1157.0,2.0,73.0,2
3468,JP Nagar,1048.0,2.0,44.0,2
3469,Jakkur,1417.0,2.0,75.0,2
3470,Jakkur,1590.0,2.0,125.0,3
3471,Jakkur,1279.0,2.0,77.0,2
3472,Jakkur,1710.0,3.0,107.0,3
3473,Jakkur,1396.0,2.0,86.51,3
3475,Jakkur,1865.0,3.0,124.0,3
3476,Jakkur,1100.0,2.0,53.35,2
3477,Jakkur,1760.0,3.0,139.0,3
3478,Jakkur,1290.0,2.0,100.0,2
3479,Jakkur,1452.19,2.0,100.0,2
3480,Jakkur,1798.0,3.0,120.0,3
3481,Jakkur,1300.0,2.0,85.0,2
3482,Jakkur,3181.0,4.0,260.5,4
3483,Jakkur,1950.0,3.0,131.0,3
3485,Jakkur,1230.0,2.0,76.0,2
3487,Jakkur,1290.0,2.0,80.0,2
3488,Jakkur,1760.0,3.0,110.0,3
3490,Jakkur,1483.0,2.0,98.0,2
3493,Jakkur,1650.0,3.0,111.0,3
3495,Jakkur,2423.0,4.0,160.0,3
3496,Jakkur,2197.0,3.0,136.0,3
3497,Jakkur,1125.0,2.0,65.0,2
3498,Jakkur,1230.0,2.0,79.0,2
3499,Jakkur,1202.0,2.0,79.0,2
3500,Jakkur,1858.0,3.0,123.0,3
3501,Jakkur,1798.0,3.0,110.0,3
3502,Jakkur,1785.0,3.0,130.0,3
3503,Jakkur,1080.0,2.0,60.0,2
3504,Jakkur,1260.0,2.0,71.195,2
3505,Jakkur,1816.0,3.0,119.0,3
3506,Jakkur,1424.0,2.0,80.0,2
3507,Jakkur,1290.0,2.0,85.0,2
3508,Jakkur,1300.0,2.0,80.0,2
3509,Jakkur,1290.0,2.0,80.04,2
3510,Jakkur,1282.0,2.0,72.0,2
3512,Jakkur,1660.0,3.0,104.0,3
3513,Jakkur,1291.0,2.0,75.0,2
3514,Jakkur,1473.0,2.0,85.0,2
3516,Jakkur,1660.0,3.0,104.0,3
3517,Jakkur,1950.0,3.0,131.0,3
3518,Jakkur,1432.0,2.0,85.0,2
3520,Jakkur,1710.0,3.0,110.0,3
3522,Jalahalli,2250.0,3.0,160.0,3
3523,Jalahalli,1694.0,2.0,125.0,2
3525,Jalahalli,1400.0,1.0,80.0,2
3526,Jalahalli,1045.0,2.0,76.77,2
3528,Jalahalli,2113.0,3.0,155.0,3
3529,Jalahalli,1932.0,4.0,135.0,3
3530,Jalahalli,1045.0,2.0,58.0,2
3531,Jalahalli,1020.0,2.0,52.0,2
3532,Jalahalli,2384.0,4.0,165.0,3
3533,Jalahalli,790.0,2.0,49.5,2
3536,Jalahalli,1569.0,3.0,118.0,3
